00:02.219  cycles           | WARNING HIPEW initialization failed: Error opening HIP dynamic library
02:53.328  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\keyframes\phase-network-orbit.png'
03:31.219  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\keyframes\phase-handoff.png'
03:55.344  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0001.webp'
04:17.094  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0002.webp'
04:39.734  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0003.webp'
05:02.094  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0004.webp'
05:26.109  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0005.webp'
05:48.438  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0006.webp'
06:10.438  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0007.webp'
06:32.297  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0008.webp'
06:53.859  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0009.webp'
07:17.031  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0010.webp'
07:41.625  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0011.webp'
08:04.609  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0012.webp'
08:29.031  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0013.webp'
08:52.609  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0014.webp'
09:15.141  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0015.webp'
09:37.422  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0016.webp'
09:59.969  render           | Saved: 'C:\idrive -carlo\Cloud-Drive_carloboul57@gmail.com\Cloud-Drive\Full\TBM\my-live-website\assets\tbm-cinematic-v10\reveal-desktop\frame_0017.webp'
